#,Song,Artist,BPM,Camelot,Energy,Added At,Duration,Popularity,Genres,Album,Album Date,Dance,Acoustic,Instrumental,Valence,Speech,Live,Loud (Db),Key,Time Signature,Spotify Track Id,ISRC
94,"White Mustang","Lana Del Rey",115,11A,46,2025-01-04,02:44,78,"","Lust For Life",2017-07-21,66,46,0,22,0,10,-9,F#/G♭ Minor,4,6eygbzyL6hY8jFQTARDuo9,GBUM71702622
95,"Collide","Howie Day",94,1B,63,2025-01-04,04:09,65,"","Stop All The World Now",2003-10-07,64,22,0,34,0,10,-8,B Major,4,6dwkFmLUz6hx2CZG2EqLol,USSM10310894
96,"You And Me","Lifehouse",140,9B,43,2025-01-04,03:15,0,"post-grunge","Lifehouse (International Version)",2005-01-01,46,12,0,36,0,10,-8,G Major,3,4T2SmVJPtDdugk5j5xV1d5,USDW10500001
97,"Look After You","The Fray",78,11A,59,2025-01-04,04:26,82,"","How To Save A Life",2005-09-13,45,6,0,28,0,10,-3,F#/G♭ Minor,4,5l6hpyTGBK0LAAxgPnqTQL,USSM10503843
98,"You Found Me","The Fray",152,1A,80,2025-03-04,04:01,79,"","The Fray",2009-02-02,34,2,0,40,0,10,-5,G#/A♭ Minor,4,4IoYz8XqqdowINzfRrFnhi,USSM10803009
99,"Be On Your Way","Daughter",102,9A,57,2025-01-04,04:04,34,"","Stereo Mind Game",2023-04-07,47,16,5,23,0,10,-10,E Minor,4,2LadlqFWLPRJAQu3PEe9CN,GBAFL2200156
100,"Somewhere Only We Know","Keane",172,11B,66,2025-03-06,03:56,79,"","Hopes And Fears",2004-01-01,45,8,0,37,0,0,-4,A Major,4,0ll8uFnc0nANY35E0Lfxvg,GBAAN0300664
101,"Escape","Enrique Iglesias",126,1B,86,2025-03-06,03:28,53,"latin pop, latin","Escape",2001-01-01,77,3,0,88,0,10,-5,B Major,4,10IJIegM5XnMlN7zrfn3tL,USIR10120228
102,"California Callin'","Enrique Iglesias",124,2A,90,2025-03-06,03:48,25,"latin pop, latin","7",2003-00-00,57,1,0,47,0,30,-4,D#/E♭ Minor,4,5pf1ZzUE1v0de2oYegaQur,USIR10312454
103,"Just Like a Pill","P!nk",102,11B,77,2025-03-06,03:56,75,"","M!ssundaztood (Expanded Edition)",2001-00-00,69,0,0,25,0,0,-5,A Major,4,1BpV8IGf4XsRRJf4Xuui9q,USAR10100716
104,"Don't Let Me Get Me - Radio Edit","P!nk",99,5A,85,2025-03-06,03:30,64,"","M!ssundaztood (Expanded Edition)",2001-00-00,62,0,0,62,0,0,-5,C Minor,4,1BfRdnfPYrni7zj4ANodBX,USAR10100715
105,"Bright Lights","Matchbox Twenty",80,12B,73,2025-03-06,03:54,61,"post-grunge","More Than You Think You Are",2002-11-01,32,1,0,20,0,60,-4,E Major,4,4dZhQj20JbKlD9oR0X8kjZ,USAT20202655
106,"Unwell","Matchbox Twenty",81,11A,79,2025-03-06,03:48,73,"post-grunge","More Than You Think You Are",2002-11-01,26,3,0,43,0,70,-5,F#/G♭ Minor,4,6Bm6qUCSatPAqkQllFL7oA,USAT20202656
107,"Boston","Augustana",147,8B,57,2025-03-06,04:05,61,"","All The Stars and Boulevards",2005-00-00,40,18,0,29,0,10,-5,C Major,4,2WZyfujzMweFLnozyUJBkW,USSM10501403
108,"Sweet and Low - New Album Version","Augustana",152,1B,73,2025-03-06,03:34,46,"","Can't Love, Can't Hurt",2008-00-00,44,1,0,41,0,10,-4,B Major,4,1W4c3lEi67BG5Ev7CgYqNi,USSM10800028
109,"High - 2024 Remaster","James Blunt",163,6B,60,2025-03-06,04:03,34,"","Back To Bedlam (20th Anniversary Edition)",2024-10-11,48,28,0,39,0,10,-6,A#/B♭ Major,4,6iuhtmQY3IOKRHx2ZiBYmK,GBAHS2400254
110,"All's Well That Ends","Rainbow Kitten Surprise",120,12B,48,2025-01-04,03:26,0,"","RKS",2015-04-25,62,2,14,18,0,10,-11,E Major,4,37ZvpHeZKazqOnLfAGm9nb,QMAAK1557437
111,"Cold Love","Rainbow Kitten Surprise",115,7B,26,2025-01-08,03:57,0,"","RKS",2015-04-25,62,78,0,23,0,10,-11,F Major,4,02ag51uxrMyesCjFZvGkGQ,QMAAK1557431
112,"It's Called: Freefall","Rainbow Kitten Surprise",98,10B,52,2025-01-04,02:32,80,"","How to: Friend, Love, Freefall",2018-04-06,74,63,0,28,0,60,-6,D Major,4,474uVhyGgK5MtY9gMcDgGl,USAT21800165
113,"Heart Heart Head","MEG MYERS",125,1A,29,2025-03-04,04:11,37,"","Make a Shadow",2014-02-07,54,51,0,14,0,10,-8,G#/A♭ Minor,4,0ft93Dt7MUQpjqLbVEBN59,USAT21300763
114,"Tear Me To Pieces","MEG MYERS",152,8A,64,2025-01-04,03:26,36,"","Take Me To The Disco",2018-07-20,46,3,0,33,0,10,-3,A Minor,4,0X8qBbOo055El8ba1FRkIL,QMCE31801719
115,"Lemon Eyes","MEG MYERS",140,8B,57,2025-01-04,03:39,44,"","Sorry",2015-09-18,78,37,0,65,0,40,-8,C Major,4,5sjEQjDkEYOr1RB6n5acXD,USAT21502057
